,realtime_start,realtime_end,date,value
902,2024-08-13,2024-08-13,1988-07-15,10.44
903,2024-08-13,2024-08-13,1988-07-22,10.46
904,2024-08-13,2024-08-13,1988-07-29,10.49
905,2024-08-13,2024-08-13,1988-08-05,10.44
906,2024-08-13,2024-08-13,1988-08-12,10.57
907,2024-08-13,2024-08-13,1988-08-19,10.71
908,2024-08-13,2024-08-13,1988-08-26,10.67
909,2024-08-13,2024-08-13,1988-09-02,10.65
910,2024-08-13,2024-08-13,1988-09-09,10.53
911,2024-08-13,2024-08-13,1988-09-16,10.4
912,2024-08-13,2024-08-13,1988-09-23,10.4
913,2024-08-13,2024-08-13,1988-09-30,10.42
914,2024-08-13,2024-08-13,1988-10-07,10.38
915,2024-08-13,2024-08-13,1988-10-14,10.33
916,2024-08-13,2024-08-13,1988-10-21,10.28
917,2024-08-13,2024-08-13,1988-10-28,10.22
918,2024-08-13,2024-08-13,1988-11-04,10.12
919,2024-08-13,2024-08-13,1988-11-11,10.24
920,2024-08-13,2024-08-13,1988-11-18,10.31
921,2024-08-13,2024-08-13,1988-11-25,10.39
922,2024-08-13,2024-08-13,1988-12-02,10.44
923,2024-08-13,2024-08-13,1988-12-09,10.46
924,2024-08-13,2024-08-13,1988-12-16,10.71
925,2024-08-13,2024-08-13,1988-12-23,10.68
926,2024-08-13,2024-08-13,1988-12-30,10.77
927,2024-08-13,2024-08-13,1989-01-06,10.8
928,2024-08-13,2024-08-13,1989-01-13,10.81
929,2024-08-13,2024-08-13,1989-01-20,10.71
930,2024-08-13,2024-08-13,1989-01-27,10.6
931,2024-08-13,2024-08-13,1989-02-03,10.55
932,2024-08-13,2024-08-13,1989-02-10,10.56
933,2024-08-13,2024-08-13,1989-02-17,10.69
934,2024-08-13,2024-08-13,1989-02-24,10.78
935,2024-08-13,2024-08-13,1989-03-03,10.91
936,2024-08-13,2024-08-13,1989-03-10,10.86
937,2024-08-13,2024-08-13,1989-03-17,10.98
938,2024-08-13,2024-08-13,1989-03-24,11.22
939,2024-08-13,2024-08-13,1989-03-31,11.19
940,2024-08-13,2024-08-13,1989-04-07,11.07
941,2024-08-13,2024-08-13,1989-04-14,11.11
942,2024-08-13,2024-08-13,1989-04-21,10.99
943,2024-08-13,2024-08-13,1989-04-28,11.03
944,2024-08-13,2024-08-13,1989-05-05,10.97
945,2024-08-13,2024-08-13,1989-05-12,10.93
946,2024-08-13,2024-08-13,1989-05-19,10.69
947,2024-08-13,2024-08-13,1989-05-26,10.5
948,2024-08-13,2024-08-13,1989-06-02,10.48
949,2024-08-13,2024-08-13,1989-06-09,10.2
950,2024-08-13,2024-08-13,1989-06-16,10.04
951,2024-08-13,2024-08-13,1989-06-23,10.19
952,2024-08-13,2024-08-13,1989-06-30,10.07
953,2024-08-13,2024-08-13,1989-07-07,10.03
954,2024-08-13,2024-08-13,1989-07-14,9.82
955,2024-08-13,2024-08-13,1989-07-21,9.87
956,2024-08-13,2024-08-13,1989-07-28,9.81
957,2024-08-13,2024-08-13,1989-08-04,9.68
958,2024-08-13,2024-08-13,1989-08-11,9.96
959,2024-08-13,2024-08-13,1989-08-18,10.09
960,2024-08-13,2024-08-13,1989-08-25,10.21
961,2024-08-13,2024-08-13,1989-09-01,10.22
962,2024-08-13,2024-08-13,1989-09-08,10.17
963,2024-08-13,2024-08-13,1989-09-15,10.05
964,2024-08-13,2024-08-13,1989-09-22,10.03
965,2024-08-13,2024-08-13,1989-09-29,10.16
966,2024-08-13,2024-08-13,1989-10-06,10.1
967,2024-08-13,2024-08-13,1989-10-13,9.95
968,2024-08-13,2024-08-13,1989-10-20,9.92
969,2024-08-13,2024-08-13,1989-10-27,9.82
970,2024-08-13,2024-08-13,1989-11-03,9.82
971,2024-08-13,2024-08-13,1989-11-10,9.79
972,2024-08-13,2024-08-13,1989-11-17,9.72
973,2024-08-13,2024-08-13,1989-11-24,9.74
974,2024-08-13,2024-08-13,1989-12-01,9.74
975,2024-08-13,2024-08-13,1989-12-08,9.76
976,2024-08-13,2024-08-13,1989-12-15,9.75
977,2024-08-13,2024-08-13,1989-12-22,9.69
978,2024-08-13,2024-08-13,1989-12-29,9.78
979,2024-08-13,2024-08-13,1990-01-05,9.83
980,2024-08-13,2024-08-13,1990-01-12,9.8
981,2024-08-13,2024-08-13,1990-01-19,9.9
982,2024-08-13,2024-08-13,1990-01-26,10.05
983,2024-08-13,2024-08-13,1990-02-02,10.17
984,2024-08-13,2024-08-13,1990-02-09,10.21
985,2024-08-13,2024-08-13,1990-02-16,10.1
986,2024-08-13,2024-08-13,1990-02-23,10.31
987,2024-08-13,2024-08-13,1990-03-02,10.23
988,2024-08-13,2024-08-13,1990-03-09,10.29
989,2024-08-13,2024-08-13,1990-03-16,10.34
990,2024-08-13,2024-08-13,1990-03-23,10.26
991,2024-08-13,2024-08-13,1990-03-30,10.22
992,2024-08-13,2024-08-13,1990-04-06,10.26
993,2024-08-13,2024-08-13,1990-04-13,10.25
994,2024-08-13,2024-08-13,1990-04-20,10.41
995,2024-08-13,2024-08-13,1990-04-27,10.56
996,2024-08-13,2024-08-13,1990-05-04,10.67
997,2024-08-13,2024-08-13,1990-05-11,10.54
998,2024-08-13,2024-08-13,1990-05-18,10.37
999,2024-08-13,2024-08-13,1990-05-25,10.33
1000,2024-08-13,2024-08-13,1990-06-01,10.29
1001,2024-08-13,2024-08-13,1990-06-08,10.1
1002,2024-08-13,2024-08-13,1990-06-15,10.12
1003,2024-08-13,2024-08-13,1990-06-22,10.16
1004,2024-08-13,2024-08-13,1990-06-29,10.15
1005,2024-08-13,2024-08-13,1990-07-06,10.06
1006,2024-08-13,2024-08-13,1990-07-13,10.11
1007,2024-08-13,2024-08-13,1990-07-20,9.99
1008,2024-08-13,2024-08-13,1990-07-27,9.98
1009,2024-08-13,2024-08-13,1990-08-03,9.84
1010,2024-08-13,2024-08-13,1990-08-10,10.08
1011,2024-08-13,2024-08-13,1990-08-17,10.05
1012,2024-08-13,2024-08-13,1990-08-24,10.29
1013,2024-08-13,2024-08-13,1990-08-31,10.24
1014,2024-08-13,2024-08-13,1990-09-07,10.19
1015,2024-08-13,2024-08-13,1990-09-14,10.13
1016,2024-08-13,2024-08-13,1990-09-21,10.16
1017,2024-08-13,2024-08-13,1990-09-28,10.22
1018,2024-08-13,2024-08-13,1990-10-05,10.08
1019,2024-08-13,2024-08-13,1990-10-12,10.22
1020,2024-08-13,2024-08-13,1990-10-19,10.24
1021,2024-08-13,2024-08-13,1990-10-26,10.17
1022,2024-08-13,2024-08-13,1990-11-02,10.13
1023,2024-08-13,2024-08-13,1990-11-09,10.09
1024,2024-08-13,2024-08-13,1990-11-16,10.02
1025,2024-08-13,2024-08-13,1990-11-23,9.93
1026,2024-08-13,2024-08-13,1990-11-30,9.9
1027,2024-08-13,2024-08-13,1990-12-07,9.81
1028,2024-08-13,2024-08-13,1990-12-14,9.56
1029,2024-08-13,2024-08-13,1990-12-21,9.64
1030,2024-08-13,2024-08-13,1990-12-28,9.68
1031,2024-08-13,2024-08-13,1991-01-04,9.56
1032,2024-08-13,2024-08-13,1991-01-11,9.63
1033,2024-08-13,2024-08-13,1991-01-18,9.75
1034,2024-08-13,2024-08-13,1991-01-25,9.61
1035,2024-08-13,2024-08-13,1991-02-01,9.56
1036,2024-08-13,2024-08-13,1991-02-08,9.36
1037,2024-08-13,2024-08-13,1991-02-15,9.25
1038,2024-08-13,2024-08-13,1991-02-22,9.29
1039,2024-08-13,2024-08-13,1991-03-01,9.4
1040,2024-08-13,2024-08-13,1991-03-08,9.49
1041,2024-08-13,2024-08-13,1991-03-15,9.5
1042,2024-08-13,2024-08-13,1991-03-22,9.59
1043,2024-08-13,2024-08-13,1991-03-29,9.52
1044,2024-08-13,2024-08-13,1991-04-05,9.49
1045,2024-08-13,2024-08-13,1991-04-12,9.48
1046,2024-08-13,2024-08-13,1991-04-19,9.47
1047,2024-08-13,2024-08-13,1991-04-26,9.53
1048,2024-08-13,2024-08-13,1991-05-03,9.47
1049,2024-08-13,2024-08-13,1991-05-10,9.47
1050,2024-08-13,2024-08-13,1991-05-17,9.5
1051,2024-08-13,2024-08-13,1991-05-24,9.47
1052,2024-08-13,2024-08-13,1991-05-31,9.45
1053,2024-08-13,2024-08-13,1991-06-07,9.48
1054,2024-08-13,2024-08-13,1991-06-14,9.66
1055,2024-08-13,2024-08-13,1991-06-21,9.65
1056,2024-08-13,2024-08-13,1991-06-28,9.67
1057,2024-08-13,2024-08-13,1991-07-05,9.62
1058,2024-08-13,2024-08-13,1991-07-12,9.64
1059,2024-08-13,2024-08-13,1991-07-19,9.54
1060,2024-08-13,2024-08-13,1991-07-26,9.5
1061,2024-08-13,2024-08-13,1991-08-02,9.44
1062,2024-08-13,2024-08-13,1991-08-09,9.27
1063,2024-08-13,2024-08-13,1991-08-16,9.19
1064,2024-08-13,2024-08-13,1991-08-23,9.17
1065,2024-08-13,2024-08-13,1991-08-30,9.15
1066,2024-08-13,2024-08-13,1991-09-06,9.14
1067,2024-08-13,2024-08-13,1991-09-13,9.02
1068,2024-08-13,2024-08-13,1991-09-20,8.95
1069,2024-08-13,2024-08-13,1991-09-27,8.92
1070,2024-08-13,2024-08-13,1991-10-04,8.87
1071,2024-08-13,2024-08-13,1991-10-11,8.82
1072,2024-08-13,2024-08-13,1991-10-18,8.82
1073,2024-08-13,2024-08-13,1991-10-25,8.91
1074,2024-08-13,2024-08-13,1991-11-01,8.78
1075,2024-08-13,2024-08-13,1991-11-08,8.76
1076,2024-08-13,2024-08-13,1991-11-15,8.69
1077,2024-08-13,2024-08-13,1991-11-22,8.63
1078,2024-08-13,2024-08-13,1991-11-29,8.7
1079,2024-08-13,2024-08-13,1991-12-06,8.62
1080,2024-08-13,2024-08-13,1991-12-13,8.53
1081,2024-08-13,2024-08-13,1991-12-20,8.49
1082,2024-08-13,2024-08-13,1991-12-27,8.35
1083,2024-08-13,2024-08-13,1992-01-03,8.24
1084,2024-08-13,2024-08-13,1992-01-10,8.23
1085,2024-08-13,2024-08-13,1992-01-17,8.45
1086,2024-08-13,2024-08-13,1992-01-24,8.56
1087,2024-08-13,2024-08-13,1992-01-31,8.68
1088,2024-08-13,2024-08-13,1992-02-07,8.67
1089,2024-08-13,2024-08-13,1992-02-14,8.73
1090,2024-08-13,2024-08-13,1992-02-21,8.82
1091,2024-08-13,2024-08-13,1992-02-28,8.83
1092,2024-08-13,2024-08-13,1992-03-06,8.85
1093,2024-08-13,2024-08-13,1992-03-13,8.88
1094,2024-08-13,2024-08-13,1992-03-20,9.03
1095,2024-08-13,2024-08-13,1992-03-27,8.98
1096,2024-08-13,2024-08-13,1992-04-03,8.96
1097,2024-08-13,2024-08-13,1992-04-10,8.84
1098,2024-08-13,2024-08-13,1992-04-17,8.76
1099,2024-08-13,2024-08-13,1992-04-24,8.85
1100,2024-08-13,2024-08-13,1992-05-01,8.84
1101,2024-08-13,2024-08-13,1992-05-08,8.75
1102,2024-08-13,2024-08-13,1992-05-15,8.64
1103,2024-08-13,2024-08-13,1992-05-22,8.53
1104,2024-08-13,2024-08-13,1992-05-29,8.6
1105,2024-08-13,2024-08-13,1992-06-05,8.59
1106,2024-08-13,2024-08-13,1992-06-12,8.54
1107,2024-08-13,2024-08-13,1992-06-19,8.48
1108,2024-08-13,2024-08-13,1992-06-26,8.43
1109,2024-08-13,2024-08-13,1992-07-03,8.29
1110,2024-08-13,2024-08-13,1992-07-10,8.13
1111,2024-08-13,2024-08-13,1992-07-17,8.09
1112,2024-08-13,2024-08-13,1992-07-24,8.08
1113,2024-08-13,2024-08-13,1992-07-31,8.05
1114,2024-08-13,2024-08-13,1992-08-07,8.06
1115,2024-08-13,2024-08-13,1992-08-14,7.96
1116,2024-08-13,2024-08-13,1992-08-21,7.87
1117,2024-08-13,2024-08-13,1992-08-28,8.01
1118,2024-08-13,2024-08-13,1992-09-04,7.94
1119,2024-08-13,2024-08-13,1992-09-11,7.84
1120,2024-08-13,2024-08-13,1992-09-18,7.89
1121,2024-08-13,2024-08-13,1992-09-24,8.02
1122,2024-08-13,2024-08-13,1992-10-02,7.93
1123,2024-08-13,2024-08-13,1992-10-09,8.01
1124,2024-08-13,2024-08-13,1992-10-16,8.06
1125,2024-08-13,2024-08-13,1992-10-23,8.23
1126,2024-08-13,2024-08-13,1992-10-30,8.21
1127,2024-08-13,2024-08-13,1992-11-06,8.29
1128,2024-08-13,2024-08-13,1992-11-13,8.32
1129,2024-08-13,2024-08-13,1992-11-20,8.32
1130,2024-08-13,2024-08-13,1992-11-27,8.29
1131,2024-08-13,2024-08-13,1992-12-04,8.34
1132,2024-08-13,2024-08-13,1992-12-11,8.23
1133,2024-08-13,2024-08-13,1992-12-18,8.19
1134,2024-08-13,2024-08-13,1992-12-25,8.13
1135,2024-08-13,2024-08-13,1992-12-31,8.14
1136,2024-08-13,2024-08-13,1993-01-08,8.07
1137,2024-08-13,2024-08-13,1993-01-15,8.04
1138,2024-08-13,2024-08-13,1993-01-22,8.0
1139,2024-08-13,2024-08-13,1993-01-29,7.86
1140,2024-08-13,2024-08-13,1993-02-05,7.8
1141,2024-08-13,2024-08-13,1993-02-12,7.75
1142,2024-08-13,2024-08-13,1993-02-19,7.65
1143,2024-08-13,2024-08-13,1993-02-26,7.53
1144,2024-08-13,2024-08-13,1993-03-05,7.44
1145,2024-08-13,2024-08-13,1993-03-12,7.47
1146,2024-08-13,2024-08-13,1993-03-19,7.57
1147,2024-08-13,2024-08-13,1993-03-26,7.5
1148,2024-08-13,2024-08-13,1993-04-02,7.53
1149,2024-08-13,2024-08-13,1993-04-09,7.57
1150,2024-08-13,2024-08-13,1993-04-16,7.45
1151,2024-08-13,2024-08-13,1993-04-23,7.38
1152,2024-08-13,2024-08-13,1993-04-30,7.43
1153,2024-08-13,2024-08-13,1993-05-07,7.42
1154,2024-08-13,2024-08-13,1993-05-14,7.42
1155,2024-08-13,2024-08-13,1993-05-21,7.52
1156,2024-08-13,2024-08-13,1993-05-28,7.5
1157,2024-08-13,2024-08-13,1993-06-04,7.47
1158,2024-08-13,2024-08-13,1993-06-11,7.48
1159,2024-08-13,2024-08-13,1993-06-18,7.38
1160,2024-08-13,2024-08-13,1993-06-25,7.34
1161,2024-08-13,2024-08-13,1993-07-02,7.23
1162,2024-08-13,2024-08-13,1993-07-09,7.19
1163,2024-08-13,2024-08-13,1993-07-16,7.16
1164,2024-08-13,2024-08-13,1993-07-23,7.2
1165,2024-08-13,2024-08-13,1993-07-30,7.25
1166,2024-08-13,2024-08-13,1993-08-06,7.21
1167,2024-08-13,2024-08-13,1993-08-13,7.17
1168,2024-08-13,2024-08-13,1993-08-20,7.1
1169,2024-08-13,2024-08-13,1993-08-27,6.97
1170,2024-08-13,2024-08-13,1993-09-03,6.93
1171,2024-08-13,2024-08-13,1993-09-10,6.82
1172,2024-08-13,2024-08-13,1993-09-17,6.96
1173,2024-08-13,2024-08-13,1993-09-24,6.95
1174,2024-08-13,2024-08-13,1993-10-01,6.89
1175,2024-08-13,2024-08-13,1993-10-08,6.87
1176,2024-08-13,2024-08-13,1993-10-15,6.81
1177,2024-08-13,2024-08-13,1993-10-22,6.74
1178,2024-08-13,2024-08-13,1993-10-29,6.86
1179,2024-08-13,2024-08-13,1993-11-05,7.11
1180,2024-08-13,2024-08-13,1993-11-12,7.12
1181,2024-08-13,2024-08-13,1993-11-19,7.08
1182,2024-08-13,2024-08-13,1993-11-26,7.31
1183,2024-08-13,2024-08-13,1993-12-04,7.25
1184,2024-08-13,2024-08-13,1993-12-10,7.14
1185,2024-08-13,2024-08-13,1993-12-17,7.17
1186,2024-08-13,2024-08-13,1993-12-24,7.17
1187,2024-08-13,2024-08-13,1993-12-31,7.13
1188,2024-08-13,2024-08-13,1994-01-07,7.23
1189,2024-08-13,2024-08-13,1994-01-14,6.99
1190,2024-08-13,2024-08-13,1994-01-21,7.05
1191,2024-08-13,2024-08-13,1994-01-28,6.97
1192,2024-08-13,2024-08-13,1994-02-04,6.97
1193,2024-08-13,2024-08-13,1994-02-11,7.21
1194,2024-08-13,2024-08-13,1994-02-18,7.11
1195,2024-08-13,2024-08-13,1994-02-25,7.32
1196,2024-08-13,2024-08-13,1994-03-04,7.51
1197,2024-08-13,2024-08-13,1994-03-11,7.63
1198,2024-08-13,2024-08-13,1994-03-18,7.76
1199,2024-08-13,2024-08-13,1994-03-25,7.8
1200,2024-08-13,2024-08-13,1994-04-01,8.04
1201,2024-08-13,2024-08-13,1994-04-08,8.47
1202,2024-08-13,2024-08-13,1994-04-15,8.26
1203,2024-08-13,2024-08-13,1994-04-22,8.49
1204,2024-08-13,2024-08-13,1994-04-29,8.32
1205,2024-08-13,2024-08-13,1994-05-06,8.53
1206,2024-08-13,2024-08-13,1994-05-13,8.77
1207,2024-08-13,2024-08-13,1994-05-20,8.56
1208,2024-08-13,2024-08-13,1994-05-27,8.53
1209,2024-08-13,2024-08-13,1994-06-03,8.55
1210,2024-08-13,2024-08-13,1994-06-10,8.25
1211,2024-08-13,2024-08-13,1994-06-17,8.33
1212,2024-08-13,2024-08-13,1994-06-24,8.46
1213,2024-08-13,2024-08-13,1994-07-01,8.57
1214,2024-08-13,2024-08-13,1994-07-08,8.68
1215,2024-08-13,2024-08-13,1994-07-15,8.72
1216,2024-08-13,2024-08-13,1994-07-22,8.53
1217,2024-08-13,2024-08-13,1994-07-29,8.57
1218,2024-08-13,2024-08-13,1994-08-05,8.38
1219,2024-08-13,2024-08-13,1994-08-12,8.57
1220,2024-08-13,2024-08-13,1994-08-19,8.54
1221,2024-08-13,2024-08-13,1994-08-26,8.56
1222,2024-08-13,2024-08-13,1994-09-02,8.48
1223,2024-08-13,2024-08-13,1994-09-09,8.51
1224,2024-08-13,2024-08-13,1994-09-16,8.66
1225,2024-08-13,2024-08-13,1994-09-23,8.73
1226,2024-08-13,2024-08-13,1994-09-30,8.82
1227,2024-08-13,2024-08-13,1994-10-07,8.89
1228,2024-08-13,2024-08-13,1994-10-14,8.93
1229,2024-08-13,2024-08-13,1994-10-21,8.85
1230,2024-08-13,2024-08-13,1994-10-28,9.03
1231,2024-08-13,2024-08-13,1994-11-04,9.05
1232,2024-08-13,2024-08-13,1994-11-11,9.19
1233,2024-08-13,2024-08-13,1994-11-18,9.19
1234,2024-08-13,2024-08-13,1994-11-25,9.25
1235,2024-08-13,2024-08-13,1994-12-02,9.23
1236,2024-08-13,2024-08-13,1994-12-09,9.15
1237,2024-08-13,2024-08-13,1994-12-16,9.25
1238,2024-08-13,2024-08-13,1994-12-23,9.18
1239,2024-08-13,2024-08-13,1994-12-30,9.18
1240,2024-08-13,2024-08-13,1995-01-06,9.22
1241,2024-08-13,2024-08-13,1995-01-13,9.19
1242,2024-08-13,2024-08-13,1995-01-20,9.05
1243,2024-08-13,2024-08-13,1995-01-27,9.13
1244,2024-08-13,2024-08-13,1995-02-03,8.94
1245,2024-08-13,2024-08-13,1995-02-10,8.8
1246,2024-08-13,2024-08-13,1995-02-17,8.84
1247,2024-08-13,2024-08-13,1995-02-24,8.73
1248,2024-08-13,2024-08-13,1995-03-03,8.53
1249,2024-08-13,2024-08-13,1995-03-10,8.62
1250,2024-08-13,2024-08-13,1995-03-17,8.38
1251,2024-08-13,2024-08-13,1995-03-24,8.4
1252,2024-08-13,2024-08-13,1995-03-31,8.38
1253,2024-08-13,2024-08-13,1995-04-07,8.41
1254,2024-08-13,2024-08-13,1995-04-14,8.37
1255,2024-08-13,2024-08-13,1995-04-21,8.24
1256,2024-08-13,2024-08-13,1995-04-28,8.26
1257,2024-08-13,2024-08-13,1995-05-05,8.27
1258,2024-08-13,2024-08-13,1995-05-12,7.87
1259,2024-08-13,2024-08-13,1995-05-19,7.83
1260,2024-08-13,2024-08-13,1995-05-26,7.85
1261,2024-08-13,2024-08-13,1995-06-02,7.71
1262,2024-08-13,2024-08-13,1995-06-09,7.51
1263,2024-08-13,2024-08-13,1995-06-16,7.55
1264,2024-08-13,2024-08-13,1995-06-23,7.53
1265,2024-08-13,2024-08-13,1995-06-30,7.53
1266,2024-08-13,2024-08-13,1995-07-07,7.63
1267,2024-08-13,2024-08-13,1995-07-14,7.41
1268,2024-08-13,2024-08-13,1995-07-21,7.6
1269,2024-08-13,2024-08-13,1995-07-28,7.79
1270,2024-08-13,2024-08-13,1995-08-04,7.82
1271,2024-08-13,2024-08-13,1995-08-11,7.8
1272,2024-08-13,2024-08-13,1995-08-18,7.94
1273,2024-08-13,2024-08-13,1995-08-25,7.88
1274,2024-08-13,2024-08-13,1995-09-01,7.76
1275,2024-08-13,2024-08-13,1995-09-08,7.63
1276,2024-08-13,2024-08-13,1995-09-15,7.6
1277,2024-08-13,2024-08-13,1995-09-22,7.57
1278,2024-08-13,2024-08-13,1995-09-29,7.62
1279,2024-08-13,2024-08-13,1995-10-06,7.57
1280,2024-08-13,2024-08-13,1995-10-13,7.5
1281,2024-08-13,2024-08-13,1995-10-20,7.38
1282,2024-08-13,2024-08-13,1995-10-27,7.45
1283,2024-08-13,2024-08-13,1995-11-03,7.44
1284,2024-08-13,2024-08-13,1995-11-09,7.37
1285,2024-08-13,2024-08-13,1995-11-17,7.35
1286,2024-08-13,2024-08-13,1995-11-24,7.35
1287,2024-08-13,2024-08-13,1995-12-01,7.33
1288,2024-08-13,2024-08-13,1995-12-08,7.18
1289,2024-08-13,2024-08-13,1995-12-15,7.15
1290,2024-08-13,2024-08-13,1995-12-22,7.23
1291,2024-08-13,2024-08-13,1995-12-29,7.11
1292,2024-08-13,2024-08-13,1996-01-05,7.02
1293,2024-08-13,2024-08-13,1996-01-12,7.08
1294,2024-08-13,2024-08-13,1996-01-19,7.02
1295,2024-08-13,2024-08-13,1996-01-26,7.0
1296,2024-08-13,2024-08-13,1996-02-02,7.02
1297,2024-08-13,2024-08-13,1996-02-09,7.02
1298,2024-08-13,2024-08-13,1996-02-16,6.94
1299,2024-08-13,2024-08-13,1996-02-23,7.32
1300,2024-08-13,2024-08-13,1996-03-01,7.41
1301,2024-08-13,2024-08-13,1996-03-08,7.38
1302,2024-08-13,2024-08-13,1996-03-15,7.83
1303,2024-08-13,2024-08-13,1996-03-22,7.81
1304,2024-08-13,2024-08-13,1996-03-29,7.69
1305,2024-08-13,2024-08-13,1996-04-05,7.78
1306,2024-08-13,2024-08-13,1996-04-12,8.05
1307,2024-08-13,2024-08-13,1996-04-19,7.95
1308,2024-08-13,2024-08-13,1996-04-26,7.92
1309,2024-08-13,2024-08-13,1996-05-03,7.99
1310,2024-08-13,2024-08-13,1996-05-10,8.24
1311,2024-08-13,2024-08-13,1996-05-17,8.08
1312,2024-08-13,2024-08-13,1996-05-24,8.01
1313,2024-08-13,2024-08-13,1996-05-31,8.03
1314,2024-08-13,2024-08-13,1996-06-07,8.3
1315,2024-08-13,2024-08-13,1996-06-14,8.39
1316,2024-08-13,2024-08-13,1996-06-21,8.3
1317,2024-08-13,2024-08-13,1996-06-28,8.29
1318,2024-08-13,2024-08-13,1996-07-05,8.14
1319,2024-08-13,2024-08-13,1996-07-12,8.42
1320,2024-08-13,2024-08-13,1996-07-19,8.23
1321,2024-08-13,2024-08-13,1996-07-26,8.19
1322,2024-08-13,2024-08-13,1996-08-02,8.23
1323,2024-08-13,2024-08-13,1996-08-09,7.88
1324,2024-08-13,2024-08-13,1996-08-16,7.88
1325,2024-08-13,2024-08-13,1996-08-23,7.93
1326,2024-08-13,2024-08-13,1996-08-30,8.09
1327,2024-08-13,2024-08-13,1996-09-06,8.34
1328,2024-08-13,2024-08-13,1996-09-13,8.28
1329,2024-08-13,2024-08-13,1996-09-20,8.14
1330,2024-08-13,2024-08-13,1996-09-27,8.16
1331,2024-08-13,2024-08-13,1996-10-04,8.06
1332,2024-08-13,2024-08-13,1996-10-11,7.86
1333,2024-08-13,2024-08-13,1996-10-18,7.88
1334,2024-08-13,2024-08-13,1996-10-25,7.86
1335,2024-08-13,2024-08-13,1996-11-01,7.78
1336,2024-08-13,2024-08-13,1996-11-08,7.67
1337,2024-08-13,2024-08-13,1996-11-15,7.59
1338,2024-08-13,2024-08-13,1996-11-22,7.53
1339,2024-08-13,2024-08-13,1996-11-29,7.52
1340,2024-08-13,2024-08-13,1996-12-06,7.44
1341,2024-08-13,2024-08-13,1996-12-13,7.57
1342,2024-08-13,2024-08-13,1996-12-20,7.74
1343,2024-08-13,2024-08-13,1996-12-27,7.64
1344,2024-08-13,2024-08-13,1997-01-03,7.67
1345,2024-08-13,2024-08-13,1997-01-10,7.85
1346,2024-08-13,2024-08-13,1997-01-17,7.87
1347,2024-08-13,2024-08-13,1997-01-24,7.85
1348,2024-08-13,2024-08-13,1997-01-31,7.88
1349,2024-08-13,2024-08-13,1997-02-07,7.74
1350,2024-08-13,2024-08-13,1997-02-14,7.65
1351,2024-08-13,2024-08-13,1997-02-21,7.56
1352,2024-08-13,2024-08-13,1997-02-28,7.65
1353,2024-08-13,2024-08-13,1997-03-07,7.84
1354,2024-08-13,2024-08-13,1997-03-14,7.84
1355,2024-08-13,2024-08-13,1997-03-21,7.94
1356,2024-08-13,2024-08-13,1997-03-28,7.97
1357,2024-08-13,2024-08-13,1997-04-04,8.18
1358,2024-08-13,2024-08-13,1997-04-11,8.15
1359,2024-08-13,2024-08-13,1997-04-18,8.16
1360,2024-08-13,2024-08-13,1997-04-25,8.08
1361,2024-08-13,2024-08-13,1997-05-02,8.01
1362,2024-08-13,2024-08-13,1997-05-09,7.94
1363,2024-08-13,2024-08-13,1997-05-16,7.91
1364,2024-08-13,2024-08-13,1997-05-23,7.92
1365,2024-08-13,2024-08-13,1997-05-30,7.94
1366,2024-08-13,2024-08-13,1997-06-06,7.85
1367,2024-08-13,2024-08-13,1997-06-13,7.72
1368,2024-08-13,2024-08-13,1997-06-20,7.61
1369,2024-08-13,2024-08-13,1997-06-27,7.58
1370,2024-08-13,2024-08-13,1997-07-04,7.62
1371,2024-08-13,2024-08-13,1997-07-11,7.47
1372,2024-08-13,2024-08-13,1997-07-18,7.47
1373,2024-08-13,2024-08-13,1997-07-25,7.43
1374,2024-08-13,2024-08-13,1997-08-01,7.36
1375,2024-08-13,2024-08-13,1997-08-08,7.46
1376,2024-08-13,2024-08-13,1997-08-15,7.54
1377,2024-08-13,2024-08-13,1997-08-22,7.46
1378,2024-08-13,2024-08-13,1997-08-29,7.58
1379,2024-08-13,2024-08-13,1997-09-05,7.53
1380,2024-08-13,2024-08-13,1997-09-12,7.53
1381,2024-08-13,2024-08-13,1997-09-19,7.38
1382,2024-08-13,2024-08-13,1997-09-26,7.28
1383,2024-08-13,2024-08-13,1997-10-03,7.31
1384,2024-08-13,2024-08-13,1997-10-10,7.26
1385,2024-08-13,2024-08-13,1997-10-17,7.34
1386,2024-08-13,2024-08-13,1997-10-24,7.35
1387,2024-08-13,2024-08-13,1997-10-31,7.21
1388,2024-08-13,2024-08-13,1997-11-07,7.24
1389,2024-08-13,2024-08-13,1997-11-14,7.23
1390,2024-08-13,2024-08-13,1997-11-21,7.18
1391,2024-08-13,2024-08-13,1997-11-28,7.17
1392,2024-08-13,2024-08-13,1997-12-05,7.15
1393,2024-08-13,2024-08-13,1997-12-12,7.17
1394,2024-08-13,2024-08-13,1997-12-19,7.07
1395,2024-08-13,2024-08-13,1997-12-26,6.99
1396,2024-08-13,2024-08-13,1998-01-02,7.03
1397,2024-08-13,2024-08-13,1998-01-09,6.94
1398,2024-08-13,2024-08-13,1998-01-16,6.89
1399,2024-08-13,2024-08-13,1998-01-23,6.99
1400,2024-08-13,2024-08-13,1998-01-30,7.12
1401,2024-08-13,2024-08-13,1998-02-06,7.03
1402,2024-08-13,2024-08-13,1998-02-13,7.06
1403,2024-08-13,2024-08-13,1998-02-20,6.99
